http://www.realestate3d.com/gps/uslatlongdegmin.htm
[FSM] 35.33 94.37 	35 19 48 	94 22 12 	FtSmith,AR
[HRO] 36.27 93.15 	36 16 12 	93 9 0 		Harrison,AR
[HOT] 34.48 93.10 	34 28 47 	93 5 59 	HotSprings,AR
[JBR] 35.83 90.65 	35 49 48 	90 39 0 	Jonesboro,AR
[LIT] 35.22 92.38 	35 13 12 	92 22 47 	LittleRock,AR
[LRF] 34.92 92.15 	34 55 11 	92 9 0 		LittleRock,AR
[LZK] 34.83 92.25 	34 49 48 	92 15 0 	LittleRock,AR
[PBF] 34.17 91.93 	34 10 11 	91 55 48 	PineBluff,AR
[ASG] 36.18 94.13 	36 10 48 	94 7 47 	Springdale,AR
[TXK] 33.45 94.00 	33 27 0 	94 0 0 		Texarkana,AR
[ARG] 36.13 90.93 	36 7 48 	90 55 48 	WalnutRidge,AR

[NGZ] 37.78 122.32 	37 46 47 	122 19 11 	AlamedaNAS,CA
[S11] 41.48 120.53 	41 28 47 	120 31 47 	Alturas,CA
[ACV] 40.98 124.10 	40 58 47 	124 5 59 	Arcata,CA
[BFL] 35.43 119.05 	35 25 48 	119 3 0 	Bakersfield,CA
[BAB] 39.13 121.45 	39 7 48 	121 26 59 	BealeAFB,CA
[BUO] 33.93 116.95 	33 55 48 	116 56 59 	Beaumont,CA
[BYS] 35.28 116.62 	35 16 47 	116 37 12 	BicycleLk,CA
[L35] 34.27 116.68 	34 16 12 	116 40 48 	BigBearApt,CA
[BIH] 37.60 118.60 	37 35 59 	118 35 59 	Bishop,CA
[BLU] 39.28 120.70 	39 16 47 	120 41 59 	BlueCanyon,CA
[BLH] 33.62 114.72 	33 37 11 	114 43 12 	Blythe,CA
[BUR] 34.20 118.37 	34 12 0 	118 22 12 	Burbank,CA
[NFG] 33.30 117.35 	33 17 59 	117 20 59 	CampPendleton,CA
[CZZ] 32.62 116.47 	32 37 11 	116 28 12 	Campo,CA
[CRQ] 33.13 117.28 	33 7 48 	117 16 47 	Carlsbad,CA
[MER] 37.38 120.57 	37 22 48 	120 34 11 	CastleAFB,CA
[CIC] 39.78 121.85 	39 46 47 	121 50 59 	Chico,CA
[NID] 35.68 117.68 	35 40 48 	117 40 48 	ChinaLake,CA
[CNO] 33.97 117.63 	33 58 12 	117 37 47 	Chino,CA
[CCR] 37.98 122.05 	37 58 47 	122 3 0 	Concord,CA
[CEC] 41.78 124.23 	41 46 47 	124 13 48 	CrescentCity,CA
[DAG] 34.87 116.78 	34 52 11 	116 46 47 	Daggett,CA
[EDW] 34.90 117.88 	34 54 0 	117 52 47 	EdwardsAFB,CA
[NJK] 32.82 115.68 	32 49 11 	115 40 48 	ElCentro,CA
[EMT] 34.08 118.03 	34 4 48 	118 1 47 	ElMonte,CA
[NZJ] 33.67 117.73 	33 40 11 	117 43 48 	ElToro,CA
[EKA] 41.33 124.28 	41 19 48 	124 16 47 	Eureka,CA
[HGT] 36.00 121.32 	36 0 0 		121 19 11 	FortHunter,CA
[OAR] 36.68 121.77 	36 40 48 	121 46 11 	FortOrd,CA
[FAT] 36.77 119.72 	36 46 12 	119 43 12 	Fresno,CA
[FUL] 33.87 117.97 	33 52 11 	117 58 12 	Fullerton,CA
[VCV] 34.58 117.38 	34 34 48 	117 22 47 	GeorgeAFB,CA
[HHR] 33.92 118.33 	33 55 11 	118 19 48 	Hawthorne,CA
[HWD] 37.65 122.12 	37 39 0 	122 7 12 	Hayward,CA
[IPL] 32.83 115.57 	32 49 48 	115 34 11 	Imperial,CA
[NRS] 32.57 117.12 	32 34 11 	117 7 12 	ImperialBeach,CA
[POC] 34.10 117.78 	34 5 59 	117 46 47 	LaVerne,CA
[TVL] 38.90 120.00 	38 54 0 	120 0 0 	LakeTahoe,CA
